Latitude,Longitude,Entry,Name,Type,startdate,enddate,Architecture,Sculpture,Painting,Mosaic,Artifact,BartoliDrawing,Commissioner,Excavator,Owner,Collector,Entry Text,Notes,,,,,,,,,,,,,,,
41.8993505,12.4864868,95,Monte Cavallo,Hill,1444,1446,yes,yes,no,no,no,,Flavio Biondi,Flavio Biondo,,Capitoline,"95. Monte Cavallo. Il medesimo Biondo da Forlì nella sua Roma ristaurata (c), scrivendo del Quirinale, che lo chiama Viminale indebitamente, così dice. Alla destra di questo monte, dove si veggono gran rovine, vi fu la casa de Corneli; nè forse in tutta Roma v'è casa di privato alcuno degli antichi, che si possa, come questa, conoscere; perciocchè ella ritiene anco l'antico nome, essendo il vico de' Corneli chiamato, e le rovine anche, che vi sono, sono le dette Terme de Corneli; perciocchè il volgo soleva chiamare Terme tutti i grandi edifizi, dalla grandezza del
le Terme di Antonino, e di Diocleziano. In questa strada de Corneli si vedono a mano manca due statue grandissime di due vecchi mezzo ignudi, i quali stando coricati, con una mano tengono su alta la testa, nell'altra tengono cornucopi. Questi sono li due Fiumi, che oggi si vedono alle scale del Campidoglio; e non come dice il Biondo. Citando questi un certo Apollodoro, che cent'anni avanti di lui scrisse delle antichità di Roma, dice, che queste statue sono di Saturno, e Bacco. Sebastiano Serlio architetto e qui voca per altro verso, dicendo (a), che fosse il Nilo, e il Tevere, quali sono in Belvedere al Vaticano. Queste furono trovate a s. Stefano del Cacco (b); e queli li a monte Cavallo, sono quelli di Campidoglio.",,,,,,,,,,,,,,,,
41.8952846,12.5031706,96,Monte Esquilino. Aldobrandini Wedding Portrait,Hill,1601,1601,no,no,yes,no,no,yes,,,,Cardinal Pietro Aldobrandini,"96. Monte Esquilino. Cavandosi in tempo di Clemente VIII. nell'Esquilie, dietro la chiesa di s. Giuliano, vi fu trovata la bellissima pittura antica, la quale rappresenta un matrimonio, di eccellentissima maniera, la più bella, che si sia vista de tempi della repubblica. E' posta nel giardino Panfili (c).",,,,,,,,,,,,,,,,
41.8955002,12.5037017,97,S. Giuliano. ,Church,,,no,yes,no,no,no,,,,,Pighini,"97. S. Giuliano. A s. Giuliano vicino li trofei di Mario fu cavato il bellissimo Adone de' Pichini, con altri pezzi di statue di mirabile maniera, ed artifizio (d).",,,,,,,,,,,,,,,,
41.9019002,12.4989166,98,Villa [Montalto] Peretta.,Villa,1623,1644,yes,yes,no,no,no,,Compagno,,Peretta/Montalto,,"98. Villa Peretta. Nella villa Peretta a s. Maria Maggiore, ovvero nella vigna, sono anni, che si cava. Li si è visto, che l'aggere di Tarquinio non era un bastione di terra, come hanno creduto la più parte degli Antiquari; ma essere un muro grossissimo di 20 palmi, e più, tutto di una specie di peperino, il quale vien detto cappellaccio. Detta fabbrica comincia incontro al portone del luogo passato s. Antonio; e 'continua vicino le Terme Diocleziane, che forse per esse fu interrotta, e guasta; perchè si vede il medesimo muro dietro l'orto di s. Susanna, creduto così
per essere della medesima materia, ancorchè molto più stretto, che non passa gli otto palmi. Seguiva avanti cingendo l'Alta Semita, come si è visto demolire, in occasione di slargare il sito attorno il palazzo Barberini, per dare più aria alle stanze terrene, e rivolta va verso le quattro Fontane; se non seguiva di cingere anche tutto il Quirinale (a). Tornando al proposito di detta villa si scuoprono la più parte edifizi antichi moderni. Vi si sono trovati alcuni belli busti, non mi ricordo, se di Antonino, ovvero di Adriano; oltre molte altre belle teste (b).",,,,,,,,,,,,,,,,
41.9100354,12.5059327,99,Porta Pia. [Unclear  Vigna Savini],Vineyard,1682,1682,no,yes,no,no,yes,,Bellori,,Cesare Savini,,"99. Porta Pia. Fuori di porta Pia, voltando alla mano dritta, dalla parte manca vi è un vicolo, ove ha la vigna lo scriba senato del Popolo Romano, chiamato Cesare Savini. In quell'anno 1682. nel mese di decembre, facendosi lo scassato, fu dal vignarolo di detto Cesare, e da compagni trovato un vaso di marmo pieno di medaglie di oro, delle quali ne facevano pomposa mostra; per la quale scoperti, ne furono carcerati due: il terzo, che si accorse del pericolo, è fuggito fuori di Roma colla porzione toccatagli di sua parte. ",,,,,,,,,,,,,,,,
41.922631,12.5185206,100,S. Agnese.[fuori le mura],Church,1623,1644,yes,yes,no,yes,yes,yes,Compagno,Padre Gigliucci,Cardinal Veralli,Antonio Barberini,"100. S. Agnese. Fu fatta risarcire, ovvero guastare, dal cardinal Veralli la chiesa di s. Agnese, ove nel fabbricarsi la scala, che scende al detto tempio, vi furono trovate tutte le statue, che sono nel cortile de' Verospi; li bassirilievi, che sono al pian terreno delli signori Spada, de fatti di Apollo (a); una quantità di urne sepolcrali, con un bellissimo vaso di cristallo di montagna, tutto figurato, qual ebbe il cardinal Antonio Barberini, donatogli dal padre abate Gigliucci, che fu quello, che nel rifare la cava lo ritrovò. Il detto cardinale Veralli fu distruttore delle memorie del tempio di s. Costanza; perchè lo fece tutto sfoderare degli ornamenti di musaico, del quale era arricchito. L'ornamento della cupola si vede intagliato da Pietro Santi Bartoli (b). ",,,,,,,,,,,,,,,,
41.9104011,12.4835099,101,Monte Pincio. [Unclear Location],Hill,,,yes,no,no,no,no,,,,,,"101. Monte Pincio. Nel monte Pincio vi era una conserva di acqua antica, la quale da alcuni frati fu fatta disfare, per ridurla in grotte di vino da affittare agli osti: ma perchè erano di poca profondità, riuscirono più calde di quello, che li buoni frati si pensavano, e fu inutile la spesa (c).",,,,,,,,,,,,,,,,
41.9048952,12.4837235,102,Arrotino Sculpture at Palazzo Mignanelli,Palace,,,no,yes,no,no,no,,,Mignanelli,mignanelli,Medici,"102. Una bellissima statua di uomo chino a sedere sopra le calcagna, in atto di arruotare un coltello, donata alla casa Medici dalli signori Mignanelli, si dice, che fosse trovata nel fabbricare il loro palazzo, sotto il monte Pincio (d).",,,,,,,,,,,,,,,,
41.9024444,12.4779736,103,Campo Marzo [Montecitorio obelisk],Piazza,,,yes,no,no,no,no,,,,,,"103. Campo Marzo. Nel farsi il fondamento al condotto, ovvero chiavicone di piazza Navona, fu scoperta alle radici del monte Citatorio la bellissima Guglia di Augusto nel campo Marzo, rotta in più pezzi, ma di bella maniera (a).",,,,,,,,,,,,,,,,
41.9034328,12.4787058,104,San Lorenzo in Lucina,Church,,,yes,no,no,no,yes,,,,,,"104. In diversi siti attorno la Guglia di Augusto nel campo Marzo, fatta erigere per uso di gnomone all'orologio solare, si sono nella medesima chiesa di s. Lorenzo in Lucina trovati lastroni di marmo, incastrato vi linee, e lettere numerali di metallo corintio, il quale ha dato materia ad alcuni di dire, che fossero dorate (b).",,,,,,,,,,,,,,,,
41.8954269,12.4726816,105,Campo di Fiore. ,Piazza,,,yes,no,no,no,no,,,,,,"105. Dovendosi fare uno sprone al monastero di s. Silvestro in Capite, giusto incontro san Giovannino, vi furono trovati pezzi smisurati di travertini. Eccettuatone alcuni, che furono cavati, il resto si lasciò sotto per non indebolire li muri del monastero.",,,,,,,,,,,,,,,,
41.9030412,12.48065,106,S. Silvestro in Capite,Church,1444,1447,yes,no,no,no,no,,,,,,"106. Campo di Fiore. Dice il medesimo Biondo del teatro di Pompeo: Hor tutta questa grandezza di edifizi, così ampia, e grande, come si può pensare, e conoscere, che fosse ; si sa volgarmente dove si fosse, ma assai in confuso; perciocchè in quella parte di rovine grandi, dove è ora il monastero, chiamato del la Rosa, quella punta di muro cacciato in fuora, e girato in arco, ha una certa effigie di teatro: ma molto quinci discosto, dove è più fama, che siano nel cortile della chiesa di s. Lorenzo, e Damaso, le rovine del teatro, cavando questi di addietro in una sua cantina Angelo Pontano dottore di legge, ritrovò certi fondamenti antichi di sassi grandi quadrati; in uno de' quali erano lettere grandi più d'un cubito, che dicevano, il Genio del Teatro di Pompeo (c) : tal che si può congetturare, che ivi fossero i primi fondamenti del teatro. Ma l'opinione nostra è, che ciò, che è dal detto cortile di s. Lorenzo al monastero della Rosa in Campo di Fiore, che fu già, ed è ora celebre luogo nella città, insino alla piazza della. . . , fossero quelli tre edifizi di Pompeo, che abbiamo già detti, e secondo il parer nostro io credo, che in questa parte vi vada fatta maggior riflessione (a).",,,,,,,,,,,,,,,,
41.8957352,12.4698862,107,Collegio Inglese,Church,1682,1682,no,yes,no,no,no,,Bellori,,,,"107. Collegio Inglese. Alla santissima Trinità degl'Inglesi in occasione della fabbrica del nuovo collegio, nel farsi li fondamenti vi fu trovata una bellissima statua di un Fauno: il che è stato nel presente anno 1682.",,,,,,,,,,,,,,,,
41.8924936,12.4787401,108,Pescaria. [Venus de'Medici],Business,1676,1689,no,yes,no,no,no,,Bellori,,,Medici,"108. Pescaria. La famosa Venere de' Medici, la quale ora non si trova più in Roma, per licenza d'Innocenzo XI., si dice, che fosse trovata in Pescaria al portico di Ottavia (b).",,,,,,,,,,,,,,,,
41.8937864,12.4745697,109,Campitelli. [Ludovisi Mars],Business,1622,1622,no,yes,no,no,no,,Compagno,,,Ludovisi,"109. Campitelli. Vicino il palazzo delli signori Santa Croce, per andare a Campitelli, nel farsi una chiavica vi fu trovato il bellissimo Marte sedente , con Amore, che si vedono alla villa Ludovisi (c). ",,,,,,,,,,,,,,,,
41.8931619,12.4849894,110,Santa Martina. [Relief of Marcus Aurelius],Church,1508,1515,no,yes,no,no,no,,,,,,"110. Santa Martina. In Campidoglio si vedono nel cortiletto a mezze scale tre bellissimi gran bassirilievi con li fatti di Marco Aurelio, li quali furono levati dalla chiesa di s. Martina, ove erano stati messi in opera anticamente. Delli stessi bassirilievi Ulisse Aldroandi ne parla (a).",,,,,,,,,,,,,,,,
41.8926646,12.4817637,111,Campidoglio. Nel palazzo de' Caffarelli.,Palace,1584,1682,yes,no,no,no,no,,,,Caffarelli,,"111. Campidoglio. Nel palazzo de' Caffarelli, posto in Campidoglio, dalla parte, che riguarda la piazza Montanara, si è per ordine delli padroni del luogo disfatta quantità grande di mura smisurate, di grossezza quasi di 25 palmi, di una specie di peperino, lavora to di grossi pezzi, lunghi palmi ... ... alti ..., delli quali si sono serviti nel fare alcune fabbriche in monte Caprino, o sia rupe Tarpea, ad uso di tufo, e pistati in cambio di pozzolana: la qual fabbrica si crede, che fosse la rocca dell'istesso Campidoglio, fabbri catavi con modo religioso; perchè si vede, che stimando li Romani il luogo, ovvero monte, come cosa sacrosanta, non ardivano di mutargli forma, ma solo fare nell'orlo della rupe tanto di piano, quanto servisse di letto alle prime pietre: così rientrando in dentro alle seconde, e terze, sino che arrivavano a compire a tutta la grossezza determinata. Vi erano nella grossezza alcuni spazi, come piccole stanzole, molto diligentemente fatte, come avessero dovuto servire a qualche cosa; ma per nulla potevano essere buone, per ciocchè da tutte le parti erano chiuse: e talune anche avevano pozzi, ovvero sfiatatori, che si fossero; ma nel fondo però non si vedeva segno, che vi fosse stata mai acqua (a). Altre erano ripiene di materia, e calcinacci, forse per potere risparmiare le pietre.",,,,,,,,,,,,,,,,
41.8984196,12.478389,112,Tempio di Minerva [Giustiniani Athena],Church,1670,1676,yes,yes,no,no,no,,Bellori,,,Camillo Massimo,"112. Tempio di Minerva. Nell' orto della Minerva vi fu trovata la statua dell'istessa deità, la quale oggi si ritrova nel palazzo de' Giustiniani (b). Vi fu anche cavato in tempo di Clemente X., che si trovò la Guglia, la quale fu collocata nella piazza (c): come an che una statua di Iside di selce egizio, la quale fu comprata dal cardinal de' Massimi; ed alcuni frammen ti, li quali restarono nel cortile di essi frati (d). ",,,,,,,,,,,,,,,,
41.8990021,12.4767958,113,Rotonda [Pantheon],Church,1655,1667,yes,no,no,no,no,,Agostini,,,,"113. Rotonda. In tempo di papa Alessandro VII., il quale ebbe pensiero di ristorare il tempio della Rotonda, e di sbrigare la piazza di tante casuppole de' rivenditori, si abbassò il piano moderno fino quasi all'antico. Questo fu ritrovato essere tutto lastricato di travertini; e quelli pochi, che ne furono levati, servirono di guida a quel poco di mattonato, che si fece nella piazza del Campidoglio. Di rincontro al detto tempio in una cantina fu cavata parte di un gran basamento di marmo; e il resto vi si lasciò, per esser sotto i muri maestri della casa. Li pezzi, che ne furono levati, servirono per farne le basi alle due colonne, che furono raggiunte al detto portico: le colonne furono cavate nella piazza di S. Luigi de' Francesi (a).",,,,,,,,,,,,,,,,
41.8998769,12.4748946,114,Piazza di s. Luigi.,Piazza,1655,1667,yes,no,no,no,no,,Agostini,,,,"114. Piazza di s. Luigi. Nella medesima piazza di s. Luigi de Francesi, che fu cavata per ordine di papa Alessandro, nell' occasione di ristorare il portico del la Rotonda, oltre le due colonne, ve ne fu trovata una scannellata a vite, con due capitelli di ordine composito, ne' corni delli quali vi era una Vittoria per ciascuno. Medesimamente nel farsi il condotto del la fontana di piazza Navona in tempo d'Innocenzo X. furono trovate altre due colonne della stessa grandezza, le quali traversavano la strada dalla chiesa del Salvatore a quella di s. Luigi. Accanto il palazzo del marchese Patrizi, medesimamente contiguo al condotto della suddetta fontana, fu trovato un gran capitello delle stesse colonne; come anche si è veduto nel fondarsi la parte, che fa cantonata sopra l'istessa piazza del palazzo de' Giustiniani, delle medesime gran colonne, e pezzi di marmo, come anche cornicioni di granito della Tebaide di Egitto, pavimenti intarsiati di porfido, serpentino, giallo, verde, e d'ogni sorte di pietre le più pregiate.",,,,,,,,,,,,,,,,
41.9000565,12.4792456,115,Piazza di pietra. ,Piazza,1655,1667,yes,no,no,no,no,,Agostini,,,,"115. Piazza di pietra. In Piazza di pietra, ove si pretendeva di mettere li rivenditori della Rotonda, fu fatta demolire una chiesa, che vi era. Nelli principi delli fondamenti più bassi vi furono trovati marmismi surati del tempio di Antonino imperatore; gran parte delli quali rappresentavano le Provincie soggette allora dell'imperio; parte delle quali, che non si fa come, furono trovate in tempo di Paolo III, parte ne furono scoperte di fianco al portico della Rotonda; ma tutte consumate dal sale per esser state cantine de salumari; e le altre ne tempi di Alessandro VII., che oggi si trovano alle scale de Ghigi a Ss. Apostoli (a), ed altre in Campidoglio (b).",,,,,,,,,,,,,,,,
41.9037037,12.4652106,116,Mole Adriana. [Barberini Faun],Tomb,1623,1644,yes,yes,no,no,no,,Compagno,,,Barberini,"116. Mole Adriana. Nell'occasione, che Urbano VIII. fece fare le fortificazioni di castel s. Angelo, ne fossi di esso fu cavato un bel Fauno giacente, maggiore del naturale, opera famosa de valenti Greci (c).",,,,,,,,,,,,,,,,
41.8877555,12.4614281,117,Monte Gianicolo. [Bronze Statue of Septimius Severus],Hill,1623,1644,no,yes,no,no,yes,,Compagno,,,Barberini,"117. Monte Gianicolo. Nel farsi il nuovo recinto di mura in tempo di Urbano VIII. in Trastevere nel monte Gianicolo, vi furono trovate diverse statue in diversi siti; una tra le altre di metallo, la quale si vede ora nel palazzo Barberini (d), senza molte altre curiosità. Vi fu anche trovata una sedia di metallo, tutta intarsiata di argento, che fu stimata una cosa rara, e bellissima.
(d) Credo, che intenda della statua di Settimio Severo, data in rame dal Maffei Racc. di stat Tav. 92.",,,,,,,,,,,,,,,,
41.8924093,12.4321941,118,"Porta Aurelia. [Catacomb of Calepodus, Carpegna Cameo]",Tomb,1670,1676,yes,yes,no,no,yes,yes,Bellori,,,Camillo Massimo,"118. Porta Aurelia. Fuori di porta san Pancrazio, essendosi trovata una bocca di cimiterio sagro, non fu potuto proseguire avanti a cercarlo, ancorchè si vedesse non essere stato violato, per la materia ruinosa: con tutto ciò ne fu cavato fuori un cameo di maravigliosa bellezza con un carro di Bacco, distinto in alabastro di più colori, della grandezza in circa di due palmi lungo, alto uno, e un terzo; quale ebbe il cardinal de' Massimi, e fu intagliato da Pietro Santi Bartoli. Fu trovato sotto il casaletto di Pio V. (e).",,,,,,,,,,,,,,,,
41.8878089,12.4506883,119,Via Aurelia. [Tombs at Villa Pamphili  ca. 1644],Tomb,1644,1645,yes,no,yes,yes,yes,no,Menghini,Pamphili,Pamphili,Marchese di Leve,"119. Via Aurelia. Medesimamente fuori di detta porta nella villa di Bel respiro della casa Panfili, furono trovati diversi sepolcri ornati di pitture, stucchi, e musaici nobilissimi; ma quello di musaico si rese nobilissimo per l'eccellenza del lavoro, come anche per l'artifizio del commettere smalti così minuti. Vi furono trovati vasi di vetro, con panni tessuti di oro, entrovi delle ceneri; e moltissime cose belle per l'antichità, ed erudizione; due figure di animali, de quali una era un leone, e l'altra una tigre. Furono comprati dal signor marchese di Leve ambasciatore in Roma, e poi vicerè di Napoli, che le stimava tra le cose più belle.",,,,,,,,,,,,,,,,
41.9193369,12.5174243,120,Vigna Ginnetti,Vineyard,1679,1679,no,no,no,no,yes,,Bellori,,Ginnetti,,"120. Nel 1679, se io non sbaglio, nella vigna, mi pare, de' Ginnetti, fu trovata, nello scassare, una cassa di marmo, entrovi una di piombo, e dentro questa una di cristallo con liquore, il quale non si potè sapere che fosse, perchè quei barbari villani la spezzarono, e gettarono via.",,,,,,,,,,,,,,,,
41.889856,12.4490547,121,vigna del signor Gio. Tomaso de Bianchi [location unclear],Vineyard,,,yes,yes,no,yes,yes,,,,Tomaso de Bianchi,,"121. Passato la villa Panfili, dalla stessa parte, nella vigna del signor Gio. Tomaso de Bianchi vi fu trovato un tempietto, lavorato di bellissimo musaico, con l'iscrizione dell'imperatore Claudio; oltre alcune statue, e bassirilievi.",,,,,,,,,,,,,,,,
41.8899278,12.4484861,122,Nella medesima via alla mano dritta incontro quella de Panfili [location unclear],Road,,,yes,no,no,no,yes,,,,,,"122. Nella medesima via alla mano dritta, incontro quella de Panfili, uno speziale nel fare lo scassato della sua vigna scoperse un sepolcro, ove trovò un vaso con ceneri involte in tela di oro, con liquore di odore preziosissimo, quale mostrava per maraviglia nella sua bottega, posta alla Maddalena.",,,,,,,,,,,,,,,,
41.8900631,12.4449848,123,Nella vigna de' Buoncompagni  [location unclear],Vineyard,,,yes,no,no,no,no,,,,Buoncompagni,,"123. Nella vigna de' Buoncompagni, fuori della medesima strada a mano dritta, vi fu trovato un bellissimo pilo, tutto istoriato.",,,,,,,,,,,,,,,,
41.8754569,12.4309806,124,Foga l'asino. [Villa of Lanfranco],Villa,1612,1647,yes,no,no,no,no,,,,Lanfranco,,"124. Foga l'asino. A Foga l'asino, fabbricando la sua villa il cavalier Giovanni Lanfranchi nel sito, ove era quella di Marco Marcello, che soggiogò Siracusa, ove si vedono gran vestigi per quei contorni delle strade selciate, che conducevano a detta villa, nel disfare alcuni muri, per servirsi di essi, fu sentito dal cavaliere il rimbombo di luogo vacuo, e credendo, che il muratore fosse semplice, la sera lo condusse a Roma, per potere, senza essere osservato, rompere il resto, e vedere quello, che vi era dentro: ma prevenuto dal muratore, il quale era più furbo di quello si credeva, ne restò burlato; ancorché si credesse sollecito. Avanzava delli scudi della sua opera; ma volle porre in sicuro quello, che gli pareva di maggior capitale (a).",,,,,,,,,,,,,,,,
41.8786024,12.481481,125,Porta s. Paolo. [Vigna Maccarani],Vineyard,1605,1621,yes,yes,no,no,no,,Arconio,,Maccarani,"Cappella Borghese, S Maria Maggiore","125. Porta s. Paolo. Nel colle, che riguarda la porta di s. Paolo, nella vigna delli signori Maccarani in tempo di Paolo V. vi furono trovati edifizi nobilissimi di palazzi, e tempi; delle spoglie de quali nobilissimi marmi ne fu adornata la cappella Borghese di s Maria Maggiore (b).
*(b) Vi sono anche attualmente delle grandiose rovine, e vi sono state cavate antichita anni sono, delle quali parleremo nelle notizie de' nostri tempi.",,,,,,,,,,,,,,,,
41.875999,12.4751861,126,Monte Testaccio.,Hill,,,yes,no,no,no,no,,,,,,"126. Monte Testaccio. In occasione di farsi le grotte nel monte Testaccio, ove per comodo degli osti si fecero delli pozzi, si vidde, che il piano moderno resta più alto circa quaranta palmi.",,,,,,,,,,,,,,,,
41.8832163,12.4822832,127,Monte Aventino. [Baths of Trajan?],Baths,1655,1667,yes,no,no,no,yes,,Agostini,,,,"127. Monte Aventino. Più sopra detta vigna vicino a s. Alessio vi furono trovate nobilissime stufe, o bagni. Non si distaccava mattone, dove non si trovassero medaglie di Commodo imperatore, le quali fecero far giudizio, che fossero del medesimo principe.",,,,,,,,,,,,,,,,
41.8832936,12.4771353,128,In tempo che Urbano VIII. [bastione al Priorato],Unknown,1623,1644,yes,yes,no,no,yes,,Compagno,,"Pamphili, Bernini",,"128. In tempo, che Urbano VIII. fece fare il bastione al Priorato, vi furono trovate infinite curiosità; in particolare una gran cantonata di palazzo, fatta a bugna; due muri, entro li quali vi fu trovata quasi che un'intiera credenza di piatti di argento, figurati in bassorilievo. Il cornicione di marmo, il quale copri	priva li detti due muri, fu trasportato alla villa Panfilia, architettata da Gio. Francesco Grimaldi bolognese; e non come alcuni vogliono, che sia del cavalier Algardi. Vi fu anche trovato un grosso ripostino entro un vaso di terra cotta, ove erano monete, ed anella: ed ancorchè fosse spedito un commissario con li sbirri dal cardinal Antonio Barberini dietro costui, non fu potuto raggiungere. Da un altro galantuomo aquilano fu medesimamente trovata una cassetta di piombo, che dette a credere, che vi fosse cosa preziosa; perchè pigliò la fuga senza aspettare il salario da lui guadagnato in molti giorni. Dopo tralasciata la cava, si ricominciò al tempo mio, qual era nel pontificato di Alessandro VII.; e vi si scoperse una bellissima stufa, tutta intiera, ornata di marmi, e peperino; delli quali ne fu fatto l'acconcio del palazzo del cavalier Bernini alle fratte. ",,,,,,,,,,,,,,,,
41.8805051,12.4833509,129,Vigna de PP. Gesuiti [stanzoni immensi],Vineyard,,,yes,no,yes,no,no,maybe,,Jesuits,Jesuits,,"129. Nel medesimo monte entro la vigna de PP. Gesuiti, fu da essi fatto cavare; e vi furono trovati stanzoni immensi di sotto il piano moderno da 90. palmi, li quali erano adornati di pitture, e stucchi di tutta perfezione (a).",,,,,,,,,,,,,,,,
41.8855277,12.4847186,130,Vicino al monte aventino. ,Hill,1670,1676,yes,no,no,no,yes,,Bellori,,,,"130. Vicino al monte aventino. Alle radici di detto monte, ove è la strada, che conduce al Circo Massimo, ove dà ingresso alla Marrana, in una vigna alla mano sinistra nel disfarsi alcuni muri antichi moderni, in un arco di essi vi fu trovato un ripostino di medaglie di oro, ed argento, quasi che considerabile. Ciò fu nel tempo di Clemente X.",,,,,,,,,,,,,,,,
41.8822552,12.476669,131,Marmorata,Unknown,,,yes,yes,no,no,no,,,,,Camillo Massimo,"131. Marmorata, Vicino alla Salara a Ripa grande vi furono trovate due iscrizioni marmoree, le quali erano di un Arco di Germanico, che furono comprate dall' eminentissimo Massimi, e murate nel portico del suo palazzo (b).",,,,,,,,,,,,,,,,
41.9221265,12.4783292,132,Monte Pariolo. ,Hill,1655,1667,yes,yes,no,no,yes,maybe,Agostini,,,,"132. Monte Pariolo. Nella rupe, che sovrasta a detto luogo, sotto Alessandro VII., nel farsi lo scassato vi fu trovato un gran cimiterio de Gentili; e vi furono trovate ossa di figura gigantesca, moltissime lucerne di terracotta, vasi della medesima, come anche di cristallo.",,,,,,,,,,,,,,,,
41.9240902,12.4781147,133,[Monte Pariolo  Vigna di Orsini Cimiterio] [Location Unclear],Vineyard,1655,1667,yes,no,no,no,no,,Agostini,,Orsini,,"133. Più oltre, nel tempo del detto papa, nella vigna in detto monte, che riguarda la chiesa di S. Andrea, quale gli soggiace, allora posseduta dall'eminentissimo Orsini, si trovò medesimamente un gran cimiterio; ma non si potè conoscere ancorchè intatto, se fosse de Cristiani, ovvero de Gentili.",,,,,,,,,,,,,,,,
41.9315263,12.4855967,134,Acqua Acetosa.,Fountain,1667,1670,yes,no,no,no,yes,,Agostini,,,Camillo Massimo,"134. Acqua Acetosa. Nello scassarsi sotto Clemente IX. un canneto all'Acqua Acetosa, fuori della porta del Popolo, vi fu trovato un cimiterio de Gentili, pieno di vasi d'alabastro orientale di buona grandezza, li quali da quei villani furono tutti spezzati. Volle la sorte, che passasse per colà un domestico del cardinal de' Massimi, il quale vedendo la rovina di così belle cose, li persuase, che li due ultimi, che non erano gettati in fiume, li portassero al detto personaggio; al quale li dettero per il vil prezzo di quattro giuli, che tanto gliene chiesero; fatti poi ristorare. Dopo la morte di detto eminentissimo furono venduti, se io non sbaglio, alla serenissima di . . .. . per il prezzo di scudi 40. l'uno.",,,,,,,,,,,,,,,,
41.9406833,12.5045141,135,Teverone. [Aniene location unclear],Unknown,1676,1682,no,yes,no,no,yes,,Bellori,,,,"135. Teverone. Nell'accrescimento del Teverone, in occasione delle piogge d'inverno, sotto Innocenzo XI. si dirupò una sponda; nella quale occasione fu scoperta una gran cassa marmorea da alcuni barcaroli, li quali, per essere il coperchio chiuso la misero quasi che in sfascio, per credere, che vi fosse il tesoro dentro.",,,,,,,,,,,,,,,,
41.8974155,12.5113442,136,"Porta San Lorenzo [Location Unclear,  Statue of Agrippina/Messalina, Louvre]",Gate,1682,1682,no,yes,no,no,no,,Bellori,,,King Louis XIV,"136. Porta s. Lorenzo. Fuori di porta s. Lorenzo in una cava di pozzolana si trovò nel fondo di essa, che bisognò si abbiadasse per qualche apertura della terra, una statua di nove palmi di un'Agrippina con Nerone putto in braccio, nella quale si riconoscevano li colori del panni, per essere anticamente stata dipinta: di modo che fa conoscere, gli antichi Romani non solo avere dorate le statue, ma anche dipinte (a). La detta statua con altre furono vendute a vilissimo prezzo ad un mercante francese dopo la morte.",,,,,,,,,,,,,,,,
41.9020827,12.5207828,137,S. Lorenzo fuori delle mura. [S. Romano],Church,1655,1667,yes,no,no,no,no,,Agostini,,,"Capella Ginnetti, S Andrea delle Valle","137. S. Lorenzo fuori delle mura. A mano dritta nel cortile di s. Lorenzo fuori delle mura, in un sito, che oggi si coltiva ad uso di vigna, vi era già la chiesa di s. Romano, la quale tutta dirupata fu fatta cavare in tempo di Alessandro VII.; nelle rovine della quale vi furono trovate bellissime colonne, in particolare di verde antico. Due di esse furono comprate dalli sig. Ginnetti, per adornare la loro cappella in s. Andrea della Valle. Vi furono anche trovati lastroni di marmo di buona grandezza, e quantità di travertini.",,,,,,,,,,,,,,,,
41.9043286,12.5207988,138,Via Tiburtina. [Near S. Lorenzo location Unclear],Road,1655,1667,yes,yes,no,no,yes,,Agostini,,,,"138. Via Tiburtina. Passata la detta chiesa nella strada, che porta a Tivoli, fu scassato un sodo sotto Alessandro VII., per ridurlo in vigna. Ivi fu scoperto un sepolcro fatto di materia, nel quale vi erano ceneri, ed ossa umane, alla grandezza di 16. palmi. Vi era una gran spada di proporzione della figura, ma lavorata di modo gotico; ed anche molte medaglie, che vi erano, indicavano un personaggio barbaro.",,,,,,,,,,,,,,,,
41.9384358,12.7749635,139,Tivoli. Nella villa Adriana,Villa,1623,1689,yes,yes,no,no,no,,Menghini; Agostini; Bellori,Arcucci; Giovanni Maria Baratta,,Barberini; Pamphili; Jesuits; Camillo Massimo; Marchese del Carpio,"139. Tivoli. Nella villa Adriana a Tivoli furono rintracciati tutti gli edifizj, per ordine del cardinal Francesco Barberini, da un tal Arcucci architetto, il quale ne fece una bellissima pianta, che poi messa in luce riuscì una sporca cosa, per l'ignoranza di chi l'intagliò, ed in tale occasione vi fu trovato il bellissimo candeliero di marmo, opera di scultore egregio, con altre statue, che non mi ricordo, le quali sono nel palazzo Barberini alle quattro Fontane (b). Fu cavato poi per ordine d'Innocenzo X., colla direzione di Giovanni Maria Baratta, dal quale anche furono trovate cose insigni; ma particolarmente una scala colli gradi di alabastro orientale, le pareti de fianchi intersiate di vari mischi, li quali erano intersiati di pietre di gran valore; per quello , che dettero segno alcuni frammenti rimastivi con incassature di metallo corintio indorato. Fu occupata una parte di detta villa incontro alle Cento Celle, che era luogo per alloggiare li soldati pretoriani, dalli Gesuiti, li quali facendo lo scassato trovarono dieci statue egizie di pietra paragone, ma tutte rotte, o almeno in parte; le quali furono vendute una miseria all'eminentissimo Massimi, che, fattele ristorare, riuscirono di prezzo inestimabile. Queste statue, dopo la morte di detto signore, le comprò il marchese del Carpio, ambasciatore di Spagna, ardisco dire per meno prezzo di quando erano frammentate. Nel medesimo luogo si trovarono pezzi di gambe, teste, orecchie di toro, code di altri animali, che malamente si poteano giudicare quali fossero (a).",,,,,,,,,,,,,,,,
